user_id,sex,bdate,city
213773273,1,8.12.1986,Киров
213941830,2,4.1.1968,Арья
214806360,2,18.4,Москва
214901941,2,8.7.1969,Москва
215117202,2,,Омск
215659267,2,17.2.1994,Москва
216285600,2,10.7.1993,Москва
216423757,1,27.6,Сергиев Посад
216436006,1,15.10,Сочи
216683415,1,,Unknown
216724695,1,,Барнаул (деревня)
216809208,1,26.10.1985,Unknown
217825409,1,13.5,Ижевск
217920501,2,8.10.1984,Yiwu
218542576,2,6.8.1983,Москва
218923018,1,17.1.1966,Екатеринбург
219203857,1,13.5.1990,Москва
219323507,1,20.11.1985,Unknown
219530133,1,11.7,Междуреченск
219616087,2,27.11.1986,Москва
219775826,1,,Тамбов
220015762,1,,Екатеринбург
220177181,1,15.10.1970,Ставрополь
220358026,2,,Санкт-Петербург
220438430,1,29.10,Санкт-Петербург
220757876,2,28.9.1949,Новосибирск
221166581,2,29.5.1981,Одесса
221265001,1,14.3.1989,Санкт-Петербург
222752128,1,11.4,Новосибирск
222885623,1,18.8.1988,Москва
223406544,2,25.1.1982,Москва
223562925,2,,Seoul
223589087,1,3.3.1994,Москва
223828916,1,,Запорожье
223849971,2,6.1.1998,Днепр (Днепропетровск)
224002725,2,,Тюмень
224606073,1,21.7,Волжский
224670465,2,,Unknown
224978347,1,22.5.1973,Сочи
225085702,1,,Москва
225159884,2,6.10.1990,Москва
225174247,1,20.8.1987,Москва
225246695,1,,Новокузнецк
225315213,1,2.7.1989,Москва
225478629,1,7.11.1982,Москва
225715745,2,,Липецк
225773764,1,16.5.1960,Магнитогорск
226055222,2,4.1,Новосибирск
226433754,1,21.6.1992,Ставрополь
226776566,1,25.9.1983,Киев
227140211,2,17.1.1971,Unknown
227241209,1,22.10,Орёл
227375881,2,15.1.1992,Москва
227638718,1,19.12.1988,Москва
227657446,1,,Москва
227789596,2,11.6.1991,Москва
228115283,1,21.6.1988,Москва
228237738,1,7.9.1989,Москва
228444255,2,17.11.1982,Москва
228865557,2,,Unknown
229982722,2,2.2.1990,Москва
230152258,1,,Санкт-Петербург
230236181,2,25.7.1980,Москва
230311632,1,31.8,Санкт-Петербург
230636745,2,1.1.1990,Симферополь
230872146,2,10.7.1983,Москва
231152933,1,31.8.1991,Unknown
231628362,2,5.5,Unknown
231750833,1,12.4.2004,Москва
231773263,2,16.5.1988,Москва
231778399,2,12.5.1983,Нижний Новгород
232173287,1,2.4.1992,Москва
232379967,2,,Unknown
232589458,2,11.7.1988,Москва
232853912,2,3.4.1990,Москва
233369487,2,10.1.1998,Белополье
233880897,2,11.12.2002,Коломыя
234102708,1,10.4.1990,Москва
234702613,2,29.6,Пологи
235338564,2,28.1.1978,Сыктывкар
236778598,2,11.8.1937,Unknown
236905282,2,25.7,Екатеринбург
237508020,1,25.6,Новосибирск
237512633,2,9.11.1969,Бийск
237685143,1,8.4,Unknown
237798683,1,24.2.2000,Кострома
238109083,2,1.1.1990,Москва
238401457,1,,Unknown
238496973,2,26.9,Нижний Тагил
238747764,1,5.7.1983,Краснодар
238823965,1,10.4.1990,Новосибирск
238968461,1,,Unknown
239676549,1,27.4.1979,Москва
240010121,1,2.6.1995,Москва
240215022,2,3.3.1986,Канаш
241219925,1,11.2,Ялта
241484814,1,16.5.1989,Москва
241624638,1,21.6.1962,Белово
242378397,1,12.1.2000,Ростов-на-Дону
242415362,2,27.4.1982,Москва
242433061,2,16.9.1983,Сочи
242445764,2,,Ставрополь
242452363,1,15.6.1970,Ярославль
242508107,2,16.11.1990,Москва
242785245,1,24.2,Магнитогорск
242839420,2,,Unknown
243601187,2,26.12,Новосибирск
245450850,2,9.8.1962,Севск
245847426,2,3.4.1984,Москва
246312862,2,,Новосибирск
246607077,2,20.4.1989,Санкт-Петербург
246644378,1,21.7.1997,Оренбург
246764642,1,18.5.2005,Москва
247003594,1,,Смоленск
247865703,2,6.5.1988,Томск
247872753,1,,Барнаул
248034768,2,23.5.1978,Днепр (Днепропетровск)
248817412,1,6.2.2002,Николаев
248826473,2,4.4.1993,Москва
248952105,1,11.11.1985,Новосибирск
249038777,1,30.6.1963,Воркута
249151223,2,19.7.1992,Уфа
249208507,2,25.4.1997,Unknown
249319139,1,24.2,Воронеж
249948803,1,18.5.1990,Харьков
250223363,2,1.2.1993,Москва
250271825,2,,Краснодар
251074532,2,,Москва
251784418,1,1.5.1990,Киев
251881358,2,18.7.1958,Unknown
251949544,1,18.11.1979,Гатчина
251975798,2,,Минск
252129915,1,14.2,Unknown
252184327,1,,Тюмень
252739700,1,2.1,Unknown
252873044,2,2.2,Unknown
252914991,1,3.7.1966,Екатеринбург
252981688,1,,Москва
254019560,1,,Селидово
254416927,2,7.7.1997,Санкт-Петербург
254748807,1,,Ангарск
254879000,2,16.3.1959,Чкаловск
255527491,2,15.3.1953,Москва
256265990,1,,Санкт-Петербург
256913091,2,18.8.1988,Москва
256939744,1,10.9,Харьков
257282587,1,12.12.2001,Москва
257705111,1,16.1.1988,Москва
258083919,1,5.12,Москва
258257877,1,,Барнаул
259589694,2,,Москва
259693207,1,30.3,Подольск
260674467,2,18.3.1963,Миасс
260689359,2,2.2.1990,Москва
260777557,1,23.6,Unknown
261304075,1,1.9,Набережные Челны
261339925,1,17.11.1983,Ростов-на-Дону
262689993,1,1.11,Unknown
262907650,1,12.12.1985,Москва
263189356,1,,Unknown
263501403,1,,Unknown
264052051,2,5.11.1984,Федоровка
264816721,2,6.9.1975,Оренбург
265299971,2,29.7.1992,Самара
266072844,1,11.2.1992,Москва
266295865,2,26.7.1902,Чернобыль
266307893,1,29.9,Beijing
266396622,1,,Unknown
266675024,2,13.4.1987,Кагул
267103271,2,27.2.1952,Москва
267200151,2,6.7.1991,Москва
267920411,2,22.9.1991,Новомосковск
268611378,2,16.9.1977,Новосибирск
269123989,1,10.7.1983,Москва
269270958,2,1.10.1967,Стрежевой
270615144,1,4.12.1970,Unknown
270754085,2,27.7.1980,Unknown
270875608,2,19.3.2000,Unknown
271209957,2,,Москва
271318261,1,27.7,Бердск
271398226,2,11.7,Москва
271720103,1,7.5.2001,Рязань
273025446,1,16.3.1996,Казань
273226536,1,8.10,Unknown
273759680,1,24.10.2001,Киев
273851558,2,,Unknown
273926171,1,18.4,Мичуринск
274057276,1,1.8.1992,Москва
274081399,2,5.2,Одесса
274161685,2,22.4.1996,Москва
274228735,1,12.11,Unknown
274453070,2,3.12.1979,Unknown
274644279,2,,Unknown
274772302,1,17.2.1992,Каменец-Подольский
274994072,2,1.2.1993,Владивосток
275122301,1,20.1.1996,Николаев
275185615,2,16.2.1968,Ульяновск
275302456,1,1.2,Москва
275670263,2,13.2.1970,Рузаевка
275951008,1,10.1.2004,Купянск
276016854,1,11.4.1998,Краснодар
276916498,1,22.5.2001,Unknown
276932196,2,6.12.1973,Благовещенск
277274703,1,18.6,Unknown
277383209,1,,Москва
277879006,2,13.3.1988,Unknown
278078908,1,,Донецк
278320268,2,,Хабаровск
278726697,1,19.2,Нефтекамск
279075769,1,5.2.1971,Ставрополь
279141390,2,20.10.1970,Кулунда
279528061,1,11.9.1976,Unknown
279880341,2,24.9.1965,Новозыбков
279883521,2,,Москва
280252748,2,,Санкт-Петербург
280532915,1,17.2.1988,Новосибирск
281015525,2,25.7.1983,Орск
281034671,2,5.4.1979,Челябинск
281035171,2,1.8.1964,Сарс
282121722,2,,Челябинск
282342618,1,10.1.1995,Москва
282415541,2,6.3.1990,Москва
283570793,2,29.10.2003,Могилёв
283706385,1,4.1.1985,Омск
284315216,1,12.8.1983,Москва
284390912,2,6.11.1968,Тюмень
284594859,2,19.6.1999,Unknown
284962180,2,11.9,Донецк
285007971,2,8.5.1916,Unknown
285809905,2,14.9.2001,Астана
286118324,1,,Москва
286719975,2,,Москва
288007909,1,4.5.1963,Волгоград
288219656,2,16.4.1962,Ярославль
290173611,1,3.7.1990,Unknown
291350824,2,1.6.1980,Хабаровск
291465552,1,15.6,Алматы
291731671,1,20.2,Новосибирск
292370067,2,17.11.1990,Москва
292398186,1,7.5.1989,Москва
292712793,2,24.4,Орск
294115538,2,1.3.1953,Unknown
294457888,1,22.6.2007,Санкт-Петербург
295495708,1,28.8.1996,Санкт-Петербург
295880723,1,11.11.1956,Рубцовск
296719777,2,14.10.1964,Тольятти
297050737,1,27.7.1957,Unknown
297122302,2,2.12.1983,Тобольск
297190234,2,,Сочи
297456338,2,6.7.1975,Нижний Новгород
297612428,1,,Unknown
298154555,1,7.2.1976,Москва
298215865,1,,Unknown
298369990,1,30.10,Москва
298394753,1,19.1.1985,Киров
298500421,2,15.7.1975,Москва
299444843,2,13.6.1987,Москва
299692339,1,14.7.1988,Москва
301271827,2,6.1.1971,Тула
301398273,1,1.6.1991,Москва
301440776,1,,Комсомольск-на-Амуре
301555852,1,29.10,Нерюнгри
301620289,2,10.5.1970,Москва
301851915,2,,Балашов
302248472,2,1.1.1907,Красноярск
302992079,2,1.4.1981,Волжский
303920831,2,,Семей
304557902,1,11.5.1977,Волгоград
304827347,1,20.9,Москва
305638684,2,22.1.1971,Санкт-Петербург
305998868,2,16.5.1970,Кирово-Чепецк
307383318,1,4.5.1988,Владикавказ
307719418,2,9.2.1968,Ярославль
308000548,2,14.5.1986,Кострома
308106057,1,10.1.1990,Днепр (Днепропетровск)
308115201,1,,Москва
308932624,1,,Санкт-Петербург
310073396,2,,Киев
310297678,1,24.5,Харьков
311377834,1,,Новосибирск
311716001,2,20.4.1983,Unknown
311764068,1,24.2,Астрахань
311844501,1,10.5.1990,Москва
311975227,1,8.9.1976,Unknown
312387653,2,13.11.1913,Москва
312511974,1,2.3.1993,Москва
313007254,1,8.3.1980,Москва
313288966,1,17.2,Санкт-Петербург
313588315,2,6.1.1980,Пенза
313983934,2,23.3.1982,Луганск
315900593,1,7.10.1987,Unknown
315922849,1,19.3.1990,Вологда
316390985,1,,Колпашево
316474170,1,,Курган
317465540,2,31.7.1956,Москва
318179660,1,21.10.1989,Москва
318390883,1,19.5.1997,Unknown
318444363,1,10.11.1997,Unknown
318516710,2,21.10.1998,Киев
319371296,2,4.7.1987,Москва
319389075,1,11.1.1990,Алчевск
319984343,1,27.1.1990,Москва
320466566,1,1.9.1967,Цингалы
320960526,2,21.7.2002,Москва
321416894,1,,Челябинск
321453118,1,7.3,Ковдор
321544676,1,2.2.1980,Санкт-Петербург
321629590,1,29.5.1998,Курск
321729772,2,27.1,Первоуральск
321776133,1,24.10.1962,Ярославль
321866612,2,,Уфа
321967730,2,,Сатис
322272926,1,7.7.1991,Москва
322404363,2,8.3.1970,Пермь
323742165,1,,Петрозаводск
324305152,1,,Петропавловск
324645506,2,6.2.1983,Москва
325464159,1,,Братск
325637509,1,12.8.2002,Москва
325734629,1,21.9.1987,Братск
326398877,1,1.1.1985,Новосибирск
327001165,1,17.2.1994,Москва
327669480,2,28.11.2001,Москва
328486570,1,31.5.1961,Unknown
330343780,1,,Unknown
330435079,1,2.10,Новосибирск
330469888,1,30.7.1991,Москва
330891180,2,10.6.1989,Москва
331014179,2,19.1.1981,Сумы
331021042,2,1.1.1985,Краснодар
331490870,2,23.9.1976,Чапаевск
331547834,2,6.12.1982,Волгоград
331839548,1,1.7.1989,Москва
331969679,2,16.11.1979,Москва
332021145,1,6.6.1986,Москва
332549245,1,8.4.1988,Екатеринбург
332651655,2,,Санкт-Петербург
332814846,1,16.8.1936,Иланский
333118976,2,20.4.1968,Шахты
333197967,1,4.2.1985,Москва
333337499,2,2.5.1978,Unknown
333588373,1,6.6.1988,Москва
334281712,2,14.6.1987,Москва
334302709,1,10.6.1992,Москва
334430157,1,3.9.1986,Москва
336581596,1,23.4,Горошиное
336928484,1,,Unknown
337794433,2,17.10.1985,Москва
338296561,2,7.9.1976,Unknown
338344942,2,22.5.2001,Санкт-Петербург
338656661,2,30.1.1971,Москва
338725557,1,7.10.1997,Санкт-Петербург
338746877,1,7.7,Unknown
339309471,1,2.4.1989,Москва
339449165,1,,Прокопьевск
339630982,2,7.5.1988,Unknown
339965489,1,24.6.1987,Unknown
339966220,2,29.7.2002,Unknown
340192626,2,17.5.1985,Москва
340503873,1,,Санкт-Петербург
340594870,1,4.3.1989,Москва
340675093,1,24.4,Орёл
340704835,1,14.3,Unknown
340732520,1,16.11.2003,Рыбинск
340862496,2,23.2.1975,Москва
340955893,1,16.9,Unknown
341444027,2,24.5.1990,Delhi
341613654,1,21.1,Unknown
342210287,1,12.6.1990,Москва
343213313,2,18.2.1984,Москва
343590939,2,1.1.1982,Москва
344018853,1,22.7.1985,Москва
344145543,2,19.2.1992,Москва
344338216,2,1.3.1948,Москва
344959853,2,5.4.1984,Unknown
345539962,1,10.2.1975,Улан-Удэ
345664743,2,3.6.1982,Москва
346294542,2,8.4,Красноярск
346366781,1,22.1,Тамбов
346398107,1,,Краснодар
346562307,1,,Unknown
346694102,1,,Екатеринбург
347041331,2,25.3.1981,Алматы
347366874,1,19.8.1954,Москва
347578324,1,22.10.1996,Тула
347581033,1,13.8,Владимир
348083399,1,10.2.1990,Unknown
348094977,2,5.11.1987,Unknown
348468942,2,10.11.1980,Москва
348807661,2,26.2.1979,Назарово
348937490,2,8.3.1985,Курган
349718359,1,12.5.1986,Москва
349975313,2,20.2.1980,Судак
350763977,2,27.4.1986,Москва
351802337,2,,Unknown
351858848,2,19.6.1968,Новочебоксарск
351997528,2,3.10.1976,Unknown
352695690,1,6.6.1990,Москва
352750335,1,18.6.1985,Уфа
352776127,2,11.6.1950,Юкаменское
352845323,1,26.9,Москва
353038023,1,19.2.1996,Москва
353772961,1,1.3.1988,Нижний Новгород
353898083,1,26.6.1983,Санкт-Петербург
353952120,1,6.11,Радужный
355016061,2,30.12.1988,Москва
355028692,2,1.9.1955,Москва
355044677,1,2.5,Королёв
355670940,2,3.10.1968,Рубцовск
356174633,1,4.9,Unknown
356278537,1,1.7.1986,Yokohama
356640537,2,17.1.2004,Unknown
357313691,2,18.9.1972,Екатеринбург
357714167,2,10.6.1984,Луганск
357878464,2,14.3.1959,Нижний Новгород
357991330,2,,Бронницы
358222075,2,13.7.1990,Астрахань
358609662,1,3.3.1989,Ярославль
360102697,2,7.10,Ставрополь
360477939,2,10.4.1965,Unknown
360904468,2,8.4.1987,Ростов-на-Дону
361053590,2,26.12,Чебоксары
361653807,2,17.5.1988,Барнаул
361854768,1,,Рыбинск
362594685,2,31.8.1972,Ижевск
362813211,2,,Казань
362999104,2,6.10.1976,Ставрополь
363556363,2,7.12.1984,Горхон
364224776,2,5.8.1990,Москва
364506690,2,5.9.1988,Москва
365000500,1,3.5.1985,Москва
365199285,2,,Unknown
365639562,1,8.12.1977,Москва
366584923,1,1.1.1987,Москва
366667788,2,25.12.1978,Кстово (деревня)
367108130,2,4.9.1968,Ангарск
367108860,1,3.6.1983,Москва
367452061,2,26.9.1958,Тула
367565352,2,28.5.1996,Unknown
367713730,1,28.2.1989,Москва
367791246,2,10.3.1980,Саратов
368238191,2,27.6.1973,Ступино
368304343,2,12.4.1983,Москва
368402752,2,25.5.1982,Москва
368493451,2,29.4.1969,Томск
368799453,2,10.6.1982,Москва
368988958,1,19.2.1984,Геленджик
369534631,2,13.1.1990,Москва
369777037,1,,Москва
369802037,1,23.5.1988,Москва
371322955,2,1.6.1989,Москва
372037205,2,,Москва
372671645,2,,Москва
372812920,2,,Санкт-Петербург
373582690,1,23.4,Москва
373826985,1,30.11.1991,Москва
373828320,2,5.6.1987,Подольск
373943715,2,3.2.1993,Москва
374319296,1,1.1.1991,Москва
374447583,2,15.12.1976,Курск
374459526,2,1.4.1977,Москва
374617668,1,1.1.1975,Краснодар
375887343,2,25.6.1983,Unknown
376025998,1,15.3.1982,Москва
376058153,1,,Unknown
376499629,2,21.2.1993,Топки
377047072,1,2.8.1987,Москва
377462367,1,7.7.1962,Усть-Каменогорск
377735389,2,21.7.1984,Москва
378068797,1,7.1.1989,Казань
378534763,2,16.5.1979,Абакан
378863052,2,,Саранск
380649655,1,,Unknown
380965031,2,3.12.1962,Таганрог
381173082,1,,Unknown
382023040,1,1.1.1995,Санкт-Петербург
382160487,1,21.2.1990,Москва
382698304,2,24.3.1969,Unknown
383866283,2,25.7.1988,Unknown
384279787,1,29.5.1991,Unknown
384439873,1,9.6.1985,Москва
384485342,2,27.8.1981,Нижний Новгород
384638925,2,19.3.1998,Волгоград
384726664,1,6.6.1991,Ташкент
384866908,2,21.5.1985,Москва
384869664,2,21.8.1994,Москва
385441321,1,31.7.1988,Нижний Новгород
385544804,1,11.8.1992,Москва
385972462,1,20.3.2006,Владивосток
386538144,2,15.10,Киев
386618800,1,8.5.1985,Москва
386896844,1,2.11.1991,Москва
386947020,1,13.8.2005,Unknown
387127673,2,26.1.1992,Москва
387691291,2,24.12.1990,Москва
387805906,1,20.4.1993,Москва
387912810,2,1.2.1990,Москва
387988515,1,3.3.1984,Москва
388520620,2,5.10.1985,Москва
388634943,2,11.5.1982,Тбилиси
388653946,1,4.10.1979,Мелитополь
388941482,2,11.1.2000,Москва
388957724,2,1.1.1985,Saint Petersburg
389096992,1,1.2.1990,Москва
389108667,1,12.6.1992,Москва
389133934,1,17.8.1989,Москва
389775763,2,6.8.1987,Москва
389850945,2,21.11.1978,Курган
389974364,1,4.8.1952,Unknown
390088786,1,21.3.1988,Unknown
390643940,1,17.5.1994,Unknown
390809018,1,7.8.1988,Москва
390847282,1,7.11.1983,Москва
390991519,1,5.3.1992,Москва
391578716,1,1.1.1988,Москва
391809861,2,23.7.1980,Ростов-на-Дону
392312114,1,1.11.1955,Зарубино
392328850,1,5.8.1990,Москва
392500243,1,25.6.1988,Днепр (Днепропетровск)
393059123,1,5.5.1989,Москва
393224312,1,6.9,Санкт-Петербург
393266111,2,18.4,Unknown
393341692,1,5.6.1988,Москва
393362442,1,7.3.1988,Москва
393533520,1,1.2.1988,Москва
393740065,1,16.6.1993,Москва
393869902,2,27.2.1985,Санкт-Петербург
394012041,1,6.2.1987,Москва
394206187,2,8.5.1982,Москва
394212867,2,1.1.2002,Unknown
394711830,2,26.11.1978,Unknown
395051522,2,6.4.1976,Кулунда
395084133,1,31.8.1988,Набережные Челны
395298762,1,14.9.1987,Москва
395340503,1,8.3.1992,Москва
395428877,2,6.6.2003,Санкт-Петербург
395637431,2,8.2.1984,Москва
395772212,1,3.4.1986,Волгоград
395901474,2,20.5.1987,Москва
396153875,1,,Анжеро-Судженск
396393149,1,13.2.1991,Москва
396405763,1,15.1.1986,Москва
396411209,1,20.12.1990,Москва
396445497,1,5.6.1985,Москва
396528415,2,6.4.1993,Москва
396686620,1,3.9.1987,Москва
396907087,1,15.3.1992,Москва
396910749,1,5.5.1990,Москва
396929233,1,27.8.1992,Москва
397008157,2,30.5.1984,Томск
397147595,1,6.7.1984,Москва
397161023,1,28.4.1993,Москва
397952462,2,6.12.1976,Москва
397973029,2,21.10.1970,Томск
398841186,1,11.11.1986,Красноярск
398984005,2,5.9.1987,Земетчино
399067513,2,2.8.1999,Unknown
399302209,1,20.12.1989,Москва
399969865,2,,Unknown
400657550,2,3.3.1991,Москва
400693194,1,1.1.1990,Москва
400700921,1,5.4.1990,Москва
400970168,2,21.4.1991,Москва
401155038,1,2.2.1989,Москва
401312789,2,5.11,Unknown
401620809,1,23.1.1989,Красноярск
401683732,1,1.10.1983,Москва
401739041,2,9.6.1986,Санкт-Петербург
402282126,2,29.11.1975,Москва
402825114,2,1.6.1990,Москва
403115508,1,3.1.1989,Москва
403279952,1,17.5,Златоуст
405059168,2,23.4.1960,Unknown
405296957,2,21.4.1977,Киев
405297418,1,7.6.1993,Москва
405514036,1,4.6.1988,Тюмень
406580747,1,30.1.1990,Москва
406767388,1,2.3.1990,Москва
406841876,1,25.12.1986,Москва
407085842,2,12.9.1969,Unknown
407127839,1,15.1.1983,Москва
407577457,1,1.11.1990,Москва
407936646,1,17.10.1986,Екатеринбург
407955424,1,12.1.1992,Москва
408368560,2,1.1.1988,Москва
408928741,2,4.3.1989,Москва
409179639,1,9.8,Unknown
409546317,2,11.8.1988,Егорьевск
409601726,1,7.5.1987,Москва
409611231,1,10.5.1991,Москва
409719768,2,27.12.1988,Москва
409778209,1,12.7.1982,Москва
410094462,1,26.6.1988,Москва
410458577,2,16.4.1971,Вологда
410724278,2,17.9.1987,Ташкент
411082303,2,16.6.1988,Москва
411290356,2,10.10.1975,Кызыл
411812296,1,5.5.1990,Unknown
411982331,1,6.7.1984,Москва
412501764,1,27.12.1981,Торез
412534719,1,29.9.1998,Unknown
412658722,2,7.6.1976,Нижний Новгород
412753327,1,,Unknown
412991356,2,,Unknown
413969575,2,7.7.1990,Москва
414046599,1,1.1.1990,Москва
414155700,1,14.9.1990,Москва
414165353,1,3.2.1988,Москва
414170519,2,,Ачинск
414306725,2,4.1.1985,Москва
414341453,1,23.6.1988,Москва
414614117,2,31.1.1989,Москва
414646749,2,5.3.1997,Омск
414718629,1,20.9.1992,Москва
414933966,2,9.5.1982,Москва
415000945,2,22.6.1989,Москва
415285864,1,3.1.1996,Тверь
415651977,2,5.2.1990,Москва
415919488,1,23.1.1974,Самара
415999747,1,4.5.1990,Unknown
416217460,1,16.6.1992,Москва
416250631,2,30.12.1968,Unknown
416352534,1,3.5.1987,Москва
416948782,2,20.8.1969,Киев
417341695,2,28.10.1970,Соликамск
417434825,1,11.2.1978,Unknown
417656859,1,4.8,Волгодонск
417714619,2,14.6.1987,Москва
418005791,2,,Москва
418039279,1,4.10.1980,Unknown
418085011,2,5.7.1984,Unknown
418258931,2,23.8.1989,Омск
418510921,2,1.1.1990,Москва
418557223,1,15.4.1997,Москва
418618226,2,14.10.1977,Unknown
419190919,1,5.6.1995,Москва
419285639,1,13.3.1990,Москва
419402186,2,17.7.1983,Красноярск
419456262,2,4.5.1994,Москва
420075365,1,16.7.1992,Москва
420517679,2,9.1.1979,Unknown
420558572,2,25.8.1999,Хучни
420689969,1,13.8.1986,Москва
420734533,1,22.12.1982,Москва
421450802,2,6.3.1984,Москва
421534963,2,,Воронеж
421688645,2,4.4.1982,Долгопрудный
421795545,1,1.4.1990,Москва
421916137,2,,Unknown
422083306,2,,Таганрог
422154927,2,29.1,Раззаков (Исфана)
422169163,1,28.6.1992,Москва
422217324,2,5.7.1982,Москва
422350331,2,1.1.1901,Unknown
422398542,2,19.6.1984,Москва
423277197,2,,Ульяновск
423472380,1,22.1.1990,Москва
423505171,2,1.1.1990,Москва
423682910,1,5.4,Москва
423695450,2,,Москва
423965445,2,,Тольятти
424211384,2,24.4.1979,Екатеринбург
424304760,1,1.11.1985,Каменск-Уральский
424964528,1,22.9.1987,Москва
425021603,1,10.7.1992,Москва
425115672,1,29.7.1993,Москва
425337182,2,5.7.1994,Unknown
425460026,2,5.1.1990,Москва
425530445,2,,Санкт-Петербург
425669984,2,13.5.1985,Москва
425683370,2,5.5,Москва
425787996,1,21.3.1992,Москва
425789121,1,4.8.1989,Москва
425826838,2,4.6.1991,Москва
426072787,2,6.5.1998,Москва
426219247,1,7.6.1984,Москва
426354903,2,10.8.1980,Москва
426435863,1,21.3.1966,Симферополь
426558512,2,12.1.2004,Тбилиси
426908454,1,10.6.1986,Москва
427492712,2,7.2.1999,Москва
427772157,2,7.8.1996,Unknown
427916101,2,7.5.1987,Unknown
427970243,2,19.8.1985,Москва
428030470,2,12.3.1959,Юрмала
428437372,2,3.6.1992,Москва
428464353,1,5.7.1992,Минск
428699119,1,6.6.1984,Москва
428860087,1,,Санкт-Петербург
429323362,2,12.7.1986,Москва
430180524,1,2.2.1989,Москва
430432351,1,1.1.1958,Москва
430486371,1,15.6.1979,Уфа
430723964,2,19.5.1987,Москва
430838779,1,6.5.1992,Москва
430867891,1,2.3.1989,Москва
430908761,1,5.2.1991,Москва
430948704,2,7.5.1990,Москва
431110904,2,23.7.1982,Москва
431208820,2,1.1.1990,Москва
431654064,1,4.5.1987,Москва
431695434,1,16.3.1984,Москва
431763959,1,2.3.1989,Москва
431817799,2,30.5.1991,Вологда
431899986,2,,Москва
432141355,2,12.4.1970,Зеленогорск
432169173,1,23.5.1992,Москва
432397940,1,20.3.1963,Unknown
432441017,1,29.4.1983,Москва
432677537,2,21.5.1960,Unknown
432738486,1,9.3.1990,Москва
432968928,2,10.1.1985,Москва
432989350,2,10.1.1986,Тверь
432993803,2,21.6.1974,Unknown
433215001,2,,Санкт-Петербург
433323280,2,,Минск
433401738,1,6.6.1989,Москва
433431956,1,7.8,Санкт-Петербург
433923665,2,29.3.1986,Москва
434011972,1,15.4.1984,Москва
434071742,1,,Unknown
434364178,2,24.3.1990,Москва
434606135,2,18.8,Unknown
434676888,1,27.10.1992,Нижний Новгород
435062618,2,11.2.1917,Unknown
435192201,1,10.4.1978,Москва
435251300,2,1.1.1985,Unknown
435603312,1,15.10.1991,Москва
435766085,2,29.2.1992,Москва
435804449,2,6.4.1981,Москва
435913481,1,23.5.1989,Unknown
436188496,2,21.9.1983,Москва
436383079,2,9.5.1988,Unknown
436641257,2,5.5.1993,Москва
436705208,2,7.7.1977,Челябинск
436795903,2,23.7.1991,Москва
436829063,1,27.9.1990,Москва
437147645,1,15.3.1970,Unknown
437603246,1,5.5.1990,Москва
437898309,1,8.8,Москва
438155997,1,21.7.1995,Москва
438963035,1,17.7.1990,Новокузнецк
439101913,2,7.6.2002,Москва
439160328,1,11.6.1988,Unknown
439277382,1,10.9.1992,Москва
439483525,2,27.11.1996,Unknown
439822201,2,1.6.1983,Москва
439846856,2,1.2.1993,Unknown
440773916,2,1.4.1987,Москва
440792788,2,2.2.2006,Unknown
440890001,2,23.4.1981,Unknown
441020353,2,4.6.1961,Unknown
441173534,2,4.1.1976,Красноярск
441448673,1,6.3.1976,Москва
441646285,2,10.2.1957,Великие Луки
441780687,2,17.3.1978,Баку
441910117,1,2.12.1991,Москва
441972320,1,16.8.1993,Москва
441992706,2,9.5.1977,Пермь
442021208,1,18.9.1992,Москва
442140259,2,13.6.1985,Unknown
442185541,1,16.8.1993,Москва
442892635,2,6.6.1988,Москва
442909820,1,8.5.1993,Москва
443070364,2,3.9.1989,Москва
443428357,1,14.11.1997,Санкт-Петербург
443575633,1,11.11.1971,Саратов
443626703,2,31.10.1988,Кинешма
443717318,1,22.3,Unknown
443865740,1,13.3.1994,Линево
443901246,2,6.5.1975,Пермь
443966011,1,21.7.1981,Unknown
444076664,2,15.10.1981,Хабаровск
444370894,1,8.4.1991,Москва
444440387,2,26.3.1990,Москва
444678417,1,1.8.1987,Москва
444681384,1,8.3,Нижний Новгород
444902229,2,,Омск
444944630,2,1.10.1995,Unknown
445018833,2,4.4.1991,Санкт-Петербург
445372816,2,14.3.1991,Москва
445424662,1,3.5.1984,Ярославль
445476634,1,6.6.1984,Москва
445859056,2,24.4.1978,Егорлыкская
445916588,2,5.6.1979,Unknown
445929750,1,10.9.1983,Москва
446050987,1,3.6.1999,Москва
446087339,2,31.12.1991,Новосибирск
446118391,2,,Челябинск
446352758,2,5.4.1993,Ростов-на-Дону
446533648,1,7.11.1984,Москва
446606918,2,,Карачаевск
446797872,2,9.5.1945,Екатеринбург
446803050,2,7.6.1998,Москва
446807094,1,,Воронеж
446943291,1,1.1.1994,Калуга
447319878,2,26.11.1963,Хрустальный / Красный Луч
447351511,1,7.12.1994,Unknown
447369096,2,,Астрахань
447575656,1,20.6.1984,Санкт-Петербург
447817111,1,9.3.1978,Москва
447898461,2,1.1.1980,Мичуринск
447906197,1,10.6.1989,Санкт-Петербург
447924950,2,21.11.1986,Москва
448073447,2,,Москва
448151277,1,6.7.1983,Москва
448275786,2,15.12.1981,Москва
448512343,1,15.5.1984,Shizuoka
448513496,1,27.8,Нижний Новгород
448542319,2,2.5.1984,Ровно
448801064,2,6.5.1990,Москва
448852630,2,28.4.1985,Москва
449071014,2,,Москва
449198863,1,21.1.2003,Unknown
449267970,2,30.11,Белгород
